tweet,tweet_is_directed_at,emotion,character_count,word_count,is_tweet_negative,is_apple,number_of_mentions,hashtags_count,average_word_length
"#Android, your user interface is confusing and counterintuitive.",Android,negative,64,8,1,0,0,1,7.125
"#Google, your latest update is a disaster! Nothing works properly.",Google,negative,66,10,1,0,0,1,5.7
#GoogleCircles is a waste of time. No one uses it.,Google Circles,negative,50,10,1,0,0,1,4.1
#GoogleMaps gave me the wrong directions. So frustrating.,Google Maps,negative,57,8,1,0,0,1,6.25
The price of #iPad2 is too high for what it offers.,iPad2,negative,51,11,1,1,0,1,3.727272727
This #AndroidApp is terrible! It freezes constantly.,Android App,negative,52,7,1,0,0,1,6.571428571
"#iTunes, your interface is outdated and confusing.",iTunes,negative,50,7,1,1,0,1,6.285714286
My #iPad's performance is sluggish and slow. #Apple,iPad,negative,51,8,1,1,0,2,5.5
My #iPhone's camera quality is disappointing. #Apple,iPhone,negative,52,7,1,1,0,2,6.571428571
"#Google, your customer service is nonexistent! Can't get any help.",Google,negative,66,10,1,0,0,1,5.7
SXSW was a waste of time and money. #SXSW,SXSW,negative,41,9,1,0,0,1,3.666666667
This #iPadApp is a joke! It crashes every time I open it.,iPad or iPhone App,negative,57,12,1,1,0,1,3.833333333
"#Android, your user interface needs improvement! It's not user-friendly.",Android,negative,72,9,1,0,0,1,7.111111111
"#Google, your latest update messed up everything! Fix it!",Google,negative,57,9,1,0,0,1,5.444444444
#GoogleCircles is confusing and useless.,Google Circles,negative,40,5,1,0,0,1,7.2
#GoogleMaps gave me wrong directions. Ended up in the wrong place.,Google Maps,negative,66,11,1,0,0,1,5.090909091
The price of #iPad2 is ridiculous for what it offers.,iPad2,negative,53,10,1,1,0,1,4.4
This #AndroidApp is a disaster! Constantly crashes and freezes.,Android App,negative,63,9,1,0,0,1,6.111111111
"#iTunes, your prices are way too high! Not worth it.",iTunes,negative,52,10,1,1,0,1,4.3
The #iPad's battery life is awful! I have to charge it multiple times a day. #Apple,iPad,negative,83,16,1,1,0,2,4.25
My #iPhone's battery life is terrible! I need to carry a charger everywhere. #Apple,iPhone,negative,83,14,1,1,0,2,5
"#Google, your product quality is declining. My device broke after a month.",Google,negative,74,12,1,0,0,1,5.25
SXSW was a disappointment. Not as great as people say. #SXSW,SXSW,negative,60,11,1,0,0,1,4.545454545
This #iPadApp is a mess! So many bugs and crashes.,iPad or iPhone App,negative,50,10,1,1,0,1,4.1
"#Android, your software updates always cause issues.",Android,negative,52,7,1,0,0,1,6.571428571
"#Google, your latest update ruined everything! Nothing works properly.",Google,negative,70,9,1,0,0,1,6.888888889
#GoogleCircles is confusing and useless. It doesn't add any value.,Google Circles,negative,66,10,1,0,0,1,5.7
#GoogleMaps gave me wrong directions. It's unreliable.,Google Maps,negative,54,7,1,0,0,1,6.857142857
The price of #iPad2 is not justified. Too expensive.,iPad2,negative,52,9,1,1,0,1,4.888888889
This #AndroidApp is a disaster! Can't even use it without it crashing.,Android App,negative,70,12,1,0,0,1,4.916666667
"#iTunes, your prices are outrageous! It's a rip-off.",iTunes,negative,52,8,1,1,0,1,5.625
My #iPad's battery life is terrible! I can't use it for long without charging. #Apple,iPad,negative,85,15,1,1,0,2,4.733333333
My #iPhone's battery drains so fast! It's frustrating. #Apple,iPhone,negative,61,9,1,1,0,2,5.888888889
"#Google, your customer service is terrible! No one can help with my issue.",Google,negative,74,13,1,0,0,1,4.769230769
SXSW was a letdown. Not as exciting as I expected. #SXSW,SXSW,negative,56,11,1,0,0,1,4.181818182
This #iPadApp keeps crashing! Can't use it at all.,iPad or iPhone App,negative,50,9,1,1,0,1,4.666666667
"#Android, your user interface is confusing and counterintuitive.",Android,negative,64,8,1,0,0,1,7.125
"#Google, your latest update is a disaster! Nothing works properly.",Google,negative,66,10,1,0,0,1,5.7
#GoogleCircles is a waste of time. No one uses it.,Google Circles,negative,50,10,1,0,0,1,4.1
#GoogleMaps gave me the wrong directions. So frustrating.,Google Maps,negative,57,8,1,0,0,1,6.25
The price of #iPad2 is too high for what it offers.,iPad2,negative,51,11,1,1,0,1,3.727272727
This #AndroidApp is terrible! It freezes constantly.,Android App,negative,52,7,1,0,0,1,6.571428571
"#iTunes, your interface is outdated and confusing.",iTunes,negative,50,7,1,1,0,1,6.285714286
My #iPad's performance is sluggish and slow. #Apple,iPad,negative,51,8,1,1,0,2,5.5
My #iPhone's camera quality is disappointing. #Apple,iPhone,negative,52,7,1,1,0,2,6.571428571
"#Google, your customer service is nonexistent! Can't get any help.",Google,negative,66,10,1,0,0,1,5.7
SXSW was a waste of time and money. #SXSW,SXSW,negative,41,9,1,0,0,1,3.666666667
This #iPadApp is a joke! It crashes every time I open it.,iPad or iPhone App,negative,57,12,1,1,0,1,3.833333333
"#Android, your user interface needs improvement! It's not user-friendly.",Android,negative,72,9,1,0,0,1,7.111111111
"#Google, your latest update messed up everything! Fix it!",Google,negative,57,9,1,0,0,1,5.444444444
#GoogleCircles is confusing and useless.,Google Circles,negative,40,5,1,0,0,1,7.2
#GoogleMaps gave me wrong directions. Ended up in the wrong place.,Google Maps,negative,66,11,1,0,0,1,5.090909091
The price of #iPad2 is ridiculous for what it offers.,iPad2,negative,53,10,1,1,0,1,4.4
This #AndroidApp is a disaster! Constantly crashes and freezes.,Android App,negative,63,9,1,0,0,1,6.111111111
"#iTunes, your prices are way too high! Not worth it.",iTunes,negative,52,10,1,1,0,1,4.3
The #iPad's battery life is awful! I have to charge it multiple times a day. #Apple,iPad,negative,83,16,1,1,0,2,4.25
My #iPhone's battery life is terrible! I need to carry a charger everywhere. #Apple,iPhone,negative,83,14,1,1,0,2,5
"#Google, your product quality is declining. My device broke after a month.",Google,negative,74,12,1,0,0,1,5.25
SXSW was a disappointment. Not as great as people say. #SXSW,SXSW,negative,60,11,1,0,0,1,4.545454545
This #iPadApp is a mess! So many bugs and crashes.,iPad or iPhone App,negative,50,10,1,1,0,1,4.1
"#Android, your software updates always cause issues.",Android,negative,52,7,1,0,0,1,6.571428571
"#Google, your latest update ruined everything! Nothing works properly.",Google,negative,70,9,1,0,0,1,6.888888889
#GoogleCircles is confusing and useless. It doesn't add any value.,Google Circles,negative,66,10,1,0,0,1,5.7
#GoogleMaps gave me wrong directions. It's unreliable.,Google Maps,negative,54,7,1,0,0,1,6.857142857
The price of #iPad2 is not justified. Too expensive.,iPad2,negative,52,9,1,1,0,1,4.888888889
This #AndroidApp is a disaster! Can't even use it without it crashing.,Android App,negative,70,12,1,0,0,1,4.916666667
"#iTunes, your prices are outrageous! It's a rip-off.",iTunes,negative,52,8,1,1,0,1,5.625
My #iPad's battery life is terrible! I can't use it for long without charging. #Apple,iPad,negative,85,15,1,1,0,2,4.733333333
My #iPhone's battery drains so fast! It's frustrating. #Apple,iPhone,negative,61,9,1,1,0,2,5.888888889
"#Google, your customer service is terrible! No one can help with my issue.",Google,negative,74,13,1,0,0,1,4.769230769
SXSW was a letdown. Not as exciting as I expected. #SXSW,SXSW,negative,56,11,1,0,0,1,4.181818182
This #iPadApp keeps crashing! Can't use it at all.,iPad or iPhone App,negative,50,9,1,1,0,1,4.666666667
"#Android, your user interface is confusing and counterintuitive.",Android,negative,64,8,1,0,0,1,7.125
"#Google, your latest update is a disaster! Nothing works properly.",Google,negative,66,10,1,0,0,1,5.7
#GoogleCircles is a waste of time. No one uses it.,Google Circles,negative,50,10,1,0,0,1,4.1
The price of #iPad2 is too high for what it offers.,iPad2,negative,51,11,1,1,0,1,3.727272727
This #AndroidApp is terrible! It freezes constantly.,Android App,negative,52,7,1,0,0,1,6.571428571
"#iTunes, your interface is outdated and confusing.",iTunes,negative,50,7,1,1,0,1,6.285714286
My #iPad's performance is sluggish and slow. #Apple,iPad,negative,51,8,1,1,0,2,5.5
My #iPhone's camera quality is disappointing. #Apple,iPhone,negative,52,7,1,1,0,2,6.571428571
"#Google, your customer service is nonexistent! Can't get any help.",Google,negative,66,10,1,0,0,1,5.7
SXSW was a waste of time and money. #SXSW,SXSW,negative,41,9,1,0,0,1,3.666666667
This #iPadApp is a joke! It crashes every time I open it.,iPad or iPhone App,negative,57,12,1,1,0,1,3.833333333
"#Android, your user interface needs improvement! It's not user-friendly.",Android,negative,72,9,1,0,0,1,7.111111111
"#Google, your latest update messed up everything! Fix it!",Google,negative,57,9,1,0,0,1,5.444444444
#GoogleCircles is confusing and useless.,Google Circles,negative,40,5,1,0,0,1,7.2
The price of #iPad2 is ridiculous for what it offers.,iPad2,negative,53,10,1,1,0,1,4.4
This #AndroidApp is a disaster! Constantly crashes and freezes.,Android App,negative,63,9,1,0,0,1,6.111111111
"#iTunes, your prices are way too high! Not worth it.",iTunes,negative,52,10,1,1,0,1,4.3
The #iPad's battery life is awful! I have to charge it multiple times a day. #Apple,iPad,negative,83,16,1,1,0,2,4.25
My #iPhone's battery life is terrible! I need to carry a charger everywhere. #Apple,iPhone,negative,83,14,1,1,0,2,5
"#Google, your product quality is declining. My device broke after a month.",Google,negative,74,12,1,0,0,1,5.25
SXSW was a disappointment. Not as great as people say. #SXSW,SXSW,negative,60,11,1,0,0,1,4.545454545
This #iPadApp is a mess! So many bugs and crashes.,iPad or iPhone App,negative,50,10,1,1,0,1,4.1
"#Android, your software updates always cause issues.",Android,negative,52,7,1,0,0,1,6.571428571
"#Google, your latest update ruined everything! Nothing works properly.",Google,negative,70,9,1,0,0,1,6.888888889
#GoogleCircles is confusing and useless. It doesn't add any value.,Google Circles,negative,66,10,1,0,0,1,5.7
#GoogleMaps gave me wrong directions. It's unreliable.,Google Maps,negative,54,7,1,0,0,1,6.857142857
The price of #iPad2 is not justified. Too expensive.,iPad2,negative,52,9,1,1,0,1,4.888888889
This #AndroidApp is a disaster! Can't even use it without it crashing.,Android App,negative,70,12,1,0,0,1,4.916666667
"#iTunes, your prices are outrageous! It's a rip-off.",iTunes,negative,52,8,1,1,0,1,5.625
My #iPad's battery life is terrible! I can't use it for long without charging. #Apple,iPad,negative,85,15,1,1,0,2,4.733333333
My #iPhone's battery drains so fast! It's frustrating. #Apple,iPhone,negative,61,9,1,1,0,2,5.888888889
"#Google, your customer service is terrible! No one can help with my issue.",Google,negative,74,13,1,0,0,1,4.769230769
SXSW was a letdown. Not as exciting as I expected. #SXSW,SXSW,negative,56,11,1,0,0,1,4.181818182
This #iPadApp keeps crashing! Can't use it at all.,iPad or iPhone App,negative,50,9,1,1,0,1,4.666666667
"#Android, your user interface is confusing and counterintuitive.",Android,negative,64,8,1,0,0,1,7.125
"#Google, your latest update is a disaster! Nothing works properly.",Google,negative,66,10,1,0,0,1,5.7
#GoogleCircles is a waste of time. No one uses it.,Google Circles,negative,50,10,1,0,0,1,4.1
#GoogleMaps gave me the wrong directions. So frustrating.,Google Maps,negative,57,8,1,0,0,1,6.25
The price of #iPad2 is too high for what it offers.,iPad2,negative,51,11,1,1,0,1,3.727272727
This #AndroidApp is terrible! It freezes constantly.,Android App,negative,52,7,1,0,0,1,6.571428571
"#iTunes, your interface is outdated and confusing.",iTunes,negative,50,7,1,1,0,1,6.285714286
My #iPad's performance is sluggish and slow. #Apple,iPad,negative,51,8,1,1,0,2,5.5
My #iPhone's camera quality is disappointing. #Apple,iPhone,negative,52,7,1,1,0,2,6.571428571
"#Google, your customer service is nonexistent! Can't get any help.",Google,negative,66,10,1,0,0,1,5.7
SXSW was a waste of time and money. #SXSW,SXSW,negative,41,9,1,0,0,1,3.666666667
This #iPadApp is a joke! It crashes every time I open it.,iPad or iPhone App,negative,57,12,1,1,0,1,3.833333333
"#Android, your user interface needs improvement! It's not user-friendly.",Android,negative,72,9,1,0,0,1,7.111111111
"#Google, your latest update messed up everything! Fix it!",Google,negative,57,9,1,0,0,1,5.444444444
#GoogleCircles is confusing and useless.,Google Circles,negative,40,5,1,0,0,1,7.2
#GoogleMaps gave me wrong directions. Ended up in the wrong place.,Google Maps,negative,66,11,1,0,0,1,5.090909091
The price of #iPad2 is ridiculous for what it offers.,iPad2,negative,53,10,1,1,0,1,4.4
This #AndroidApp is a disaster! Constantly crashes and freezes.,Android App,negative,63,9,1,0,0,1,6.111111111
"#iTunes, your prices are way too high! Not worth it.",iTunes,negative,52,10,1,1,0,1,4.3
The #iPad's battery life is awful! I have to charge it multiple times a day. #Apple,iPad,negative,83,16,1,1,0,2,4.25
My #iPhone's battery life is terrible! I need to carry a charger everywhere. #Apple,iPhone,negative,83,14,1,1,0,2,5
"#Google, your product quality is declining. My device broke after a month.",Google,negative,74,12,1,0,0,1,5.25
SXSW was a disappointment. Not as great as people say. #SXSW,SXSW,negative,60,11,1,0,0,1,4.545454545
This #iPadApp is a mess! So many bugs and crashes.,iPad or iPhone App,negative,50,10,1,1,0,1,4.1
"#Android, your software updates always cause issues.",Android,negative,52,7,1,0,0,1,6.571428571
"#Google, your latest update ruined everything! Nothing works properly.",Google,negative,70,9,1,0,0,1,6.888888889
#GoogleCircles is confusing and useless. It doesn't add any value.,Google Circles,negative,66,10,1,0,0,1,5.7
#GoogleMaps gave me wrong directions. It's unreliable.,Google Maps,negative,54,7,1,0,0,1,6.857142857
The price of #iPad2 is not justified. Too expensive.,iPad2,negative,52,9,1,1,0,1,4.888888889
This #AndroidApp is a disaster! Can't even use it without it crashing.,Android App,negative,70,12,1,0,0,1,4.916666667
"#iTunes, your prices are outrageous! It's a rip-off.",iTunes,negative,52,8,1,1,0,1,5.625
My #iPad's battery life is terrible! I can't use it for long without charging. #Apple,iPad,negative,85,15,1,1,0,2,4.733333333
My #iPhone's battery drains so fast! It's frustrating. #Apple,iPhone,negative,61,9,1,1,0,2,5.888888889
"#Google, your customer service is terrible! No one can help with my issue.",Google,negative,74,13,1,0,0,1,4.769230769
SXSW was a letdown. Not as exciting as I expected. #SXSW,SXSW,negative,56,11,1,0,0,1,4.181818182
This #iPadApp keeps crashing! Can't use it at all.,iPad or iPhone App,negative,50,9,1,1,0,1,4.666666667
"#Android, your user interface is confusing and counterintuitive.",Android,negative,64,8,1,0,0,1,7.125
"#Google, your latest update is a disaster! Nothing works properly.",Google,negative,66,10,1,0,0,1,5.7
#GoogleCircles is a waste of time. No one uses it.,Google Circles,negative,50,10,1,0,0,1,4.1
#GoogleMaps gave me the wrong directions. So frustrating.,Google Maps,negative,57,8,1,0,0,1,6.25
The price of #iPad2 is too high for what it offers.,iPad2,negative,51,11,1,1,0,1,3.727272727
This #AndroidApp is terrible! It freezes constantly.,Android App,negative,52,7,1,0,0,1,6.571428571
"#iTunes, your interface is outdated and confusing.",iTunes,negative,50,7,1,1,0,1,6.285714286
My #iPad's performance is sluggish and slow. #Apple,iPad,negative,51,8,1,1,0,2,5.5
My #iPhone's camera quality is disappointing. #Apple,iPhone,negative,52,7,1,1,0,2,6.571428571
"#Google, your customer service is nonexistent! Can't get any help.",Google,negative,66,10,1,0,0,1,5.7
SXSW was a waste of time and money. #SXSW,SXSW,negative,41,9,1,0,0,1,3.666666667
This #iPadApp is a joke! It crashes every time I open it.,iPad or iPhone App,negative,57,12,1,1,0,1,3.833333333
"#Android, your user interface needs improvement! It's not user-friendly.",Android,negative,72,9,1,0,0,1,7.111111111
"#Google, your latest update messed up everything! Fix it!",Google,negative,57,9,1,0,0,1,5.444444444
#GoogleCircles is confusing and useless.,Google Circles,negative,40,5,1,0,0,1,7.2
#GoogleMaps gave me wrong directions. Ended up in the wrong place.,Google Maps,negative,66,11,1,0,0,1,5.090909091
The price of #iPad2 is ridiculous for what it offers.,iPad2,negative,53,10,1,1,0,1,4.4
This #AndroidApp is a disaster! Constantly crashes and freezes.,Android App,negative,63,9,1,0,0,1,6.111111111
"#iTunes, your prices are way too high! Not worth it.",iTunes,negative,52,10,1,1,0,1,4.3
The #iPad's battery life is awful! I have to charge it multiple times a day. #Apple,iPad,negative,83,16,1,1,0,2,4.25
My #iPhone's battery life is terrible! I need to carry a charger everywhere. #Apple,iPhone,negative,83,14,1,1,0,2,5
"#Google, your product quality is declining. My device broke after a month.",Google,negative,74,12,1,0,0,1,5.25
SXSW was a disappointment. Not as great as people say. #SXSW,SXSW,negative,60,11,1,0,0,1,4.545454545
This #iPadApp is a mess! So many bugs and crashes.,iPad or iPhone App,negative,50,10,1,1,0,1,4.1
"#Android, your software updates always cause issues.",Android,negative,52,7,1,0,0,1,6.571428571
"#Google, your latest update ruined everything! Nothing works properly.",Google,negative,70,9,1,0,0,1,6.888888889
#GoogleCircles is confusing and useless. It doesn't add any value.,Google Circles,negative,66,10,1,0,0,1,5.7
"Ugh! This iPad is a total buzzkill, bro?! Laggy AF! 😡 #iPad",iPad,negative,60,12,1,1,0,1,4.083333333
"Yo, Apple? WTF?! This iPhone is straight-up trash! Battery life sucks! 🤬 #iPhone",iPhone,negative,81,13,1,1,0,1,5.307692308
"Google, seriously? Your search results are wack! Can't find anything! 😤 #Google",Google,negative,80,12,1,0,0,1,5.75
"SXSW? More like SX-Sucks! Total letdown, fam! 🙄 #SXSW",SXSW,negative,54,9,1,0,0,1,5.111111111
iPad App? More like Crap App! Can't even open it without crashing! 😠 #iPadApp,iPad or iPhone App,negative,78,14,1,1,0,1,4.642857143
"Android, why you gotta be like this? Updates ruin everything! 😩 #Android",Android,negative,73,12,1,0,0,1,5.166666667
"#Google, you're slippin'! Your latest change sucks big time! 😤",Google,negative,63,10,1,0,0,1,5.4
"Google Circles? Nah, more like Google Clueless! Waste of time! 😡 #GoogleCircles",Google Circles,negative,80,12,1,0,0,1,5.75
"#GoogleMaps, why you gotta send me on a wild goose chase? Not cool! 😡",Google Maps,negative,70,14,1,0,0,1,4.071428571
iPad2? Overrated! 🙅‍♂️ Not worth the hype and the dough! 😠 #iPad2,iPad2,negative,67,12,1,1,0,1,4.666666667
"This Android App is legit the worst, like ever! 😤 #AndroidApp",Android App,negative,62,11,1,0,0,1,4.727272727
"#iTunes, are you kidding me with these prices? Rip-off alert! 😡",iTunes,negative,64,11,1,1,0,1,4.909090909
This iPad's battery life is laughable! Can't even last a day! 😒 #iPad,iPad,negative,70,13,1,1,0,1,4.461538462
My iPhone's battery is constantly dying! So annoying! 🤬 #iPhone,iPhone,negative,64,10,1,1,0,1,5.5
"#Google, get your act together! Fix your products! 😡",Google,negative,53,9,1,0,0,1,5
SXSW was such a letdown! Waste of my time! 😩 #SXSW,SXSW,negative,51,11,1,0,0,1,3.727272727
This iPad App is a joke! Crashes every two seconds! 😡 #iPadApp,iPad or iPhone App,negative,63,12,1,1,0,1,4.333333333
"#Android, you're killing me with these updates! Just stop! 🙄",Android,negative,61,10,1,0,0,1,5.2
"#Google, your latest update is the absolute worst! 😤",Google,negative,53,9,1,0,0,1,5
Google Circles? Who even uses that? Pointless AF! 🙄 #GoogleCircles,Google Circles,negative,67,10,1,0,0,1,5.8
"#GoogleMaps, you led me to a dead end! Get it together! 😠",Google Maps,negative,58,12,1,0,0,1,3.916666667
iPad2? More like iPad Too Expensive! 🙅‍♀️ Not worth it! 😡 #iPad2,iPad2,negative,66,12,1,1,0,1,4.583333333
This Android App is garbage! Nothing works! 😠 #AndroidApp,Android App,negative,58,9,1,0,0,1,5.555555556
"#iTunes, your prices are cray! Can't afford half the stuff! 😩",iTunes,negative,62,11,1,1,0,1,4.727272727
This iPad is slower than a snail! WTF?! 😤 #iPad,iPad,negative,48,10,1,1,0,1,3.9
My iPhone's battery life is a joke! Can't even last an hour! 🤬 #iPhone,iPhone,negative,71,14,1,1,0,1,4.142857143
"#Google, your customer service is straight-up trash! Can't even help me! 😡",Google,negative,75,12,1,0,0,1,5.333333333
SXSW? More like SXS-Waste of Time! 😒 #SXSW,SXSW,negative,43,8,1,0,0,1,4.5
This iPad App is hot garbage! Nothing but glitches! 😠 #iPadApp,iPad or iPhone App,negative,63,11,1,1,0,1,4.818181818
"#Android, your user interface is confusing AF! Can't figure it out! 🤔",Android,negative,70,12,1,0,0,1,4.916666667
"#Google, your latest update is a total disaster! 😡",Google,negative,51,9,1,0,0,1,4.777777778
Google Circles? Ain't nobody got time for that! 🙄 #GoogleCircles,Google Circles,negative,65,10,1,0,0,1,5.6
"#GoogleMaps, you led me in circles! Lost and frustrated! 😤",Google Maps,negative,59,10,1,0,0,1,5
"iPad2? Waste of money, fam! 😩 Not worth it! #iPad2",iPad2,negative,51,10,1,1,0,1,4.2
This Android App is straight-up trash! Can't even open it! 😤 #AndroidApp,Android App,negative,73,12,1,0,0,1,5.166666667
"#iTunes, your prices are outta control! Highway robbery! 🤬",iTunes,negative,59,9,1,1,0,1,5.666666667
This iPad's battery life is a joke! Can't even last a few hours! 😡 #iPad,iPad,negative,73,15,1,1,0,1,3.933333333
My iPhone's battery is trash! Always dying on me! 😠 #iPhone,iPhone,negative,60,11,1,1,0,1,4.545454545
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total waste! Boring AF! 🙄 #SXSW,SXSW,negative,43,9,1,0,0,1,3.888888889
This iPad App is the worst thing ever! Constant crashes! 😤 #iPadApp,iPad or iPhone App,negative,68,12,1,1,0,1,4.75
"#Android, your software updates are the worst! Always messing up! 😠",Android,negative,68,11,1,0,0,1,5.272727273
"#Google, your latest update is driving me insane! 😩",Google,negative,52,9,1,0,0,1,4.888888889
"Google Circles? Seriously, who thought that was a good idea? 😒 #GoogleCircles",Google Circles,negative,78,12,1,0,0,1,5.583333333
"#GoogleMaps, you need to get your directions right! 😡",Google Maps,negative,54,9,1,0,0,1,5.111111111
iPad2? Waste of money! 🤬 Not worth the cash! #iPad2,iPad2,negative,52,10,1,1,0,1,4.3
This Android App is trash! Can't even load properly! 😤 #AndroidApp,Android App,negative,67,11,1,0,0,1,5.181818182
"#iTunes, your prices are outrageous! I can't even! 🙄",iTunes,negative,53,9,1,1,0,1,5
This iPad is so slow! It's infuriating! 😡 #iPad,iPad,negative,48,9,1,1,0,1,4.444444444
My iPhone's battery life is a disaster! Always on low! 😠 #iPhone,iPhone,negative,65,12,1,1,0,1,4.5
"#Google, your customer service is non-existent! Can't even reach anyone! 😒",Google,negative,75,11,1,0,0,1,5.909090909
"SXSW was a letdown, man! Not as lit as I hoped! 🙄 #SXSW",SXSW,negative,56,13,1,0,0,1,3.384615385
This iPad App is a disaster! So many glitches! 😤 #iPadApp,iPad or iPhone App,negative,58,11,1,1,0,1,4.363636364
"#Android, your user interface is confusing as heck! 😠",Android,negative,54,9,1,0,0,1,5.111111111
"#Google, your latest update is a mess! Fix it, please! 😩",Google,negative,57,11,1,0,0,1,4.272727273
Google Circles? Nobody cares about that feature! 😒 #GoogleCircles,Google Circles,negative,66,9,1,0,0,1,6.444444444
"#GoogleMaps, you sent me on a wild goose chase! Not cool! 😠",Google Maps,negative,60,12,1,0,0,1,4.083333333
"iPad2? Don't waste your money, bro! 🙅‍♂️ #iPad2",iPad2,negative,48,8,1,1,0,1,5.125
This Android App is pure trash! Can't even load! 😠 #AndroidApp,Android App,negative,63,11,1,0,0,1,4.818181818
"#iTunes, your prices are highway robbery! 😤",iTunes,negative,44,7,1,1,0,1,5.428571429
This iPad's battery life is laughable! Can't even get through the day! 😡 #iPad,iPad,negative,79,14,1,1,0,1,4.714285714
My iPhone's battery life is a joke! Always dying on me! 😠 #iPhone,iPhone,negative,66,13,1,1,0,1,4.153846154
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total snoozefest! So overrated! 🙄 #SXSW,SXSW,negative,51,9,1,0,0,1,4.777777778
This iPad App is hot garbage! Nothing but glitches! 😠 #iPadApp,iPad or iPhone App,negative,63,11,1,1,0,1,4.818181818
"#Android, your user interface is confusing AF! Can't figure it out! 🤔",Android,negative,70,12,1,0,0,1,4.916666667
"#Google, your latest update is a total disaster! 😡",Google,negative,51,9,1,0,0,1,4.777777778
Google Circles? Ain't nobody got time for that! 🙄 #GoogleCircles,Google Circles,negative,65,10,1,0,0,1,5.6
"#GoogleMaps, you led me in circles! Lost and frustrated! 😤",Google Maps,negative,59,10,1,0,0,1,5
"iPad2? Waste of money, fam! 😩 Not worth it! #iPad2",iPad2,negative,51,10,1,1,0,1,4.2
This Android App is straight-up trash! Can't even open it! 😤 #AndroidApp,Android App,negative,73,12,1,0,0,1,5.166666667
"#iTunes, your prices are outta control! Highway robbery! 🤬",iTunes,negative,59,9,1,1,0,1,5.666666667
This iPad's battery life is a joke! Can't even last a few hours! 😡 #iPad,iPad,negative,73,15,1,1,0,1,3.933333333
My iPhone's battery is trash! Always dying on me! 😠 #iPhone,iPhone,negative,60,11,1,1,0,1,4.545454545
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total waste! Boring AF! 🙄 #SXSW,SXSW,negative,43,9,1,0,0,1,3.888888889
This iPad App is the worst thing ever! Constant crashes! 😤 #iPadApp,iPad or iPhone App,negative,68,12,1,1,0,1,4.75
"#Android, your software updates are the worst! Always messing up! 😠",Android,negative,68,11,1,0,0,1,5.272727273
"#Google, your latest update is driving me insane! 😩",Google,negative,52,9,1,0,0,1,4.888888889
"Google Circles? Seriously, who thought that was a good idea? 😒 #GoogleCircles",Google Circles,negative,78,12,1,0,0,1,5.583333333
"#GoogleMaps, you need to get your directions right! 😡",Google Maps,negative,54,9,1,0,0,1,5.111111111
iPad2? Waste of money! 🤬 Not worth the cash! #iPad2,iPad2,negative,52,10,1,1,0,1,4.3
This Android App is trash! Can't even load properly! 😤 #AndroidApp,Android App,negative,67,11,1,0,0,1,5.181818182
"#iTunes, your prices are outrageous! I can't even! 🙄",iTunes,negative,53,9,1,1,0,1,5
This iPad is so slow! It's infuriating! 😡 #iPad,iPad,negative,48,9,1,1,0,1,4.444444444
My iPhone's battery life is a disaster! Always on low! 😠 #iPhone,iPhone,negative,65,12,1,1,0,1,4.5
"#Google, your customer service is non-existent! Can't even reach anyone! 😒",Google,negative,75,11,1,0,0,1,5.909090909
"SXSW was a letdown, man! Not as lit as I hoped! 🙄 #SXSW",SXSW,negative,56,13,1,0,0,1,3.384615385
This iPad App is a disaster! So many glitches! 😤 #iPadApp,iPad or iPhone App,negative,58,11,1,1,0,1,4.363636364
"#Android, your user interface is confusing as heck! 😠",Android,negative,54,9,1,0,0,1,5.111111111
"#Google, your latest update is a mess! Fix it, please! 😩",Google,negative,57,11,1,0,0,1,4.272727273
Google Circles? Nobody cares about that feature! 😒 #GoogleCircles,Google Circles,negative,66,9,1,0,0,1,6.444444444
"#GoogleMaps, you sent me on a wild goose chase! Not cool! 😠",Google Maps,negative,60,12,1,0,0,1,4.083333333
"iPad2? Don't waste your money, bro! 🙅‍♂️ #iPad2",iPad2,negative,48,8,1,1,0,1,5.125
This Android App is pure trash! Can't even load! 😠 #AndroidApp,Android App,negative,63,11,1,0,0,1,4.818181818
"#iTunes, your prices are highway robbery! 😤",iTunes,negative,44,7,1,1,0,1,5.428571429
This iPad's battery life is laughable! Can't even get through the day! 😡 #iPad,iPad,negative,79,14,1,1,0,1,4.714285714
My iPhone's battery life is a joke! Always dying on me! 😠 #iPhone,iPhone,negative,66,13,1,1,0,1,4.153846154
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total snoozefest! So overrated! 🙄 #SXSW,SXSW,negative,51,9,1,0,0,1,4.777777778
This iPad App is hot garbage! Nothing but glitches! 😠 #iPadApp,iPad or iPhone App,negative,63,11,1,1,0,1,4.818181818
"#Android, your user interface is confusing AF! Can't figure it out! 🤔",Android,negative,70,12,1,0,0,1,4.916666667
"#Google, your latest update is a total disaster! 😡",Google,negative,51,9,1,0,0,1,4.777777778
Google Circles? Ain't nobody got time for that! 🙄 #GoogleCircles,Google Circles,negative,65,10,1,0,0,1,5.6
"#GoogleMaps, you led me in circles! Lost and frustrated! 😤",Google Maps,negative,59,10,1,0,0,1,5
